2026-02-24 04:41:43,433 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/96873","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"193769"} | ret=SUCCESS |  
2026-02-24 04:41:44,575 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,575 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97775","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195569"} | ret=SUCCESS |  
2026-02-24 04:41:44,575 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97772","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195570"} | ret=SUCCESS |  
2026-02-24 04:41:44,575 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97774","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195571"} | ret=SUCCESS |  
2026-02-24 04:41:44,575 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,577 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,577 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,575 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97776","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195572"} | ret=SUCCESS |  
2026-02-24 04:41:44,578 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97789","dataSize":"0","replicationType":"NONE","Transaction":"195573"} | ret=SUCCESS |  
2026-02-24 04:41:44,578 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,579 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97782","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195574"} | ret=SUCCESS |  
2026-02-24 04:41:44,579 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,580 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,580 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97780","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195575"} | ret=SUCCESS |  
2026-02-24 04:41:44,581 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97781","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195576"} | ret=SUCCESS |  
2026-02-24 04:41:44,581 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97779","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195577"} | ret=SUCCESS |  
2026-02-24 04:41:44,581 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97783","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195578"} | ret=SUCCESS |  
2026-02-24 04:41:44,582 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97778","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195579"} | ret=SUCCESS |  
2026-02-24 04:41:44,582 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97790","dataSize":"0","replicationType":"NONE","Transaction":"195580"} | ret=SUCCESS |  
2026-02-24 04:41:44,582 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97786","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195581"} | ret=SUCCESS |  
2026-02-24 04:41:44,582 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97784","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195582"} | ret=SUCCESS |  
2026-02-24 04:41:44,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97793","dataSize":"0","replicationType":"NONE","Transaction":"195583"} | ret=SUCCESS |  
2026-02-24 04:41:44,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97792","dataSize":"0","replicationType":"NONE","Transaction":"195584"} | ret=SUCCESS |  
2026-02-24 04:41:44,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97791","dataSize":"0","replicationType":"NONE","Transaction":"195585"} | ret=SUCCESS |  
2026-02-24 04:41:44,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97794","dataSize":"0","replicationType":"NONE","Transaction":"195586"} | ret=SUCCESS |  
2026-02-24 04:41:44,583 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,584 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97785","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195587"} | ret=SUCCESS |  
2026-02-24 04:41:44,584 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,584 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97787","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195588"} | ret=SUCCESS |  
2026-02-24 04:41:44,585 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97795","dataSize":"0","replicationType":"NONE","Transaction":"195589"} | ret=SUCCESS |  
2026-02-24 04:41:44,585 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,585 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97788","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195590"} | ret=SUCCESS |  
2026-02-24 04:41:44,585 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,585 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,586 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,586 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,585 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,588 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,589 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97796","dataSize":"0","replicationType":"NONE","Transaction":"195591"} | ret=SUCCESS |  
2026-02-24 04:41:44,589 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97789","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195592"} | ret=SUCCESS |  
2026-02-24 04:41:44,590 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97798","dataSize":"0","replicationType":"NONE","Transaction":"195593"} | ret=SUCCESS |  
2026-02-24 04:41:44,590 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97797","dataSize":"0","replicationType":"NONE","Transaction":"195594"} | ret=SUCCESS |  
2026-02-24 04:41:44,590 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97793","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195595"} | ret=SUCCESS |  
2026-02-24 04:41:44,591 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97800","dataSize":"0","replicationType":"NONE","Transaction":"195596"} | ret=SUCCESS |  
2026-02-24 04:41:44,591 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97799","dataSize":"0","replicationType":"NONE","Transaction":"195597"} | ret=SUCCESS |  
2026-02-24 04:41:44,591 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,591 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97801","dataSize":"0","replicationType":"NONE","Transaction":"195598"} | ret=SUCCESS |  
2026-02-24 04:41:44,591 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,592 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97792","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195599"} | ret=SUCCESS |  
2026-02-24 04:41:44,592 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97790","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195600"} | ret=SUCCESS |  
2026-02-24 04:41:44,593 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97805","dataSize":"0","replicationType":"NONE","Transaction":"195601"} | ret=SUCCESS |  
2026-02-24 04:41:44,593 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97803","dataSize":"0","replicationType":"NONE","Transaction":"195602"} | ret=SUCCESS |  
2026-02-24 04:41:44,593 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97795","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195603"} | ret=SUCCESS |  
2026-02-24 04:41:44,593 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97791","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195604"} | ret=SUCCESS |  
2026-02-24 04:41:44,593 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97807","dataSize":"0","replicationType":"NONE","Transaction":"195605"} | ret=SUCCESS |  
2026-02-24 04:41:44,595 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97804","dataSize":"0","replicationType":"NONE","Transaction":"195606"} | ret=SUCCESS |  
2026-02-24 04:41:44,595 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97806","dataSize":"0","replicationType":"NONE","Transaction":"195607"} | ret=SUCCESS |  
2026-02-24 04:41:44,596 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97794","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195608"} | ret=SUCCESS |  
2026-02-24 04:41:44,596 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,596 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97808","dataSize":"0","replicationType":"NONE","Transaction":"195609"} | ret=SUCCESS |  
2026-02-24 04:41:44,596 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,596 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,597 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97802","dataSize":"0","replicationType":"NONE","Transaction":"195610"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97798","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195611"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97810","dataSize":"0","replicationType":"NONE","Transaction":"195612"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97796","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195613"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97809","dataSize":"0","replicationType":"NONE","Transaction":"195614"} | ret=SUCCESS |  
2026-02-24 04:41:44,598 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97800","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195615"} | ret=SUCCESS |  
2026-02-24 04:41:44,599 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97797","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195616"} | ret=SUCCESS |  
2026-02-24 04:41:44,599 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97803","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195617"} | ret=SUCCESS |  
2026-02-24 04:41:44,601 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97813","dataSize":"0","replicationType":"NONE","Transaction":"195618"} | ret=SUCCESS |  
2026-02-24 04:41:44,601 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97801","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195619"} | ret=SUCCESS |  
2026-02-24 04:41:44,602 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97811","dataSize":"0","replicationType":"NONE","Transaction":"195620"} | ret=SUCCESS |  
2026-02-24 04:41:44,602 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97812","dataSize":"0","replicationType":"NONE","Transaction":"195621"} | ret=SUCCESS |  
2026-02-24 04:41:44,602 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,603 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,602 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,603 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,603 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,603 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,603 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97799","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195622"} | ret=SUCCESS |  
2026-02-24 04:41:44,604 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97807","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195623"} | ret=SUCCESS |  
2026-02-24 04:41:44,605 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97805","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195624"} | ret=SUCCESS |  
2026-02-24 04:41:44,605 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97808","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195625"} | ret=SUCCESS |  
2026-02-24 04:41:44,605 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97806","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195626"} | ret=SUCCESS |  
2026-02-24 04:41:44,605 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97804","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195627"} | ret=SUCCESS |  
2026-02-24 04:41:44,606 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97815","dataSize":"0","replicationType":"NONE","Transaction":"195628"} | ret=SUCCESS |  
2026-02-24 04:41:44,606 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,607 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,608 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97814","dataSize":"0","replicationType":"NONE","Transaction":"195629"} | ret=SUCCESS |  
2026-02-24 04:41:44,608 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97810","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195630"} | ret=SUCCESS |  
2026-02-24 04:41:44,608 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,609 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,609 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97802","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195631"} | ret=SUCCESS |  
2026-02-24 04:41:44,609 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,608 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,611 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=COMMIT_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97809","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","Transaction":"195632"} | ret=SUCCESS |  
2026-02-24 04:41:44,611 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,611 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=READ_BUCKET {"volume":"vol1","bucket":"bucket1"} | ret=SUCCESS |  
2026-02-24 04:41:44,612 | INFO  | OMAudit | user=testuser/om@EXAMPLE.COM | ip=172.25.0.111 | op=ALLOCATE_KEY {"volume":"vol1","bucket":"bucket1","key":"ruuohloexf/97816","dataSize":"0","replicationType":"NONE","Transaction":"195633"} | ret=SUCCESS |  
